Page,Titre,Sous-section,Section,Contenu,Liens,Images
Journées de maladie,Journées demaladie,Gastroentérite,Des ressources pour vous aider,,https://www.diabete.qc.ca/wp-content/uploads/2023/01/Jours-de-maladie-FR-RECTO-VERSO-2019-2.pdf; https://doi.org/10.1016/j.jcjd.2017.10.045; https://guidelines.diabetes.ca/GuideLines/media/Docs/Patient%20Resources/stay-safe-when-you-have-diabetes-and-sick-or-at-risk-of-dehydration.pdf; https://www.quebec.ca/sante/problemes-de-sante/grippe-rhume-et-gastro/gastro-enterite/alimenter-pendant-une-gastro-enterite; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,Gastroentérite,Documents,"FicheComment gérer votre diabète de type 2 lorsque vous êtes malade?  Recherche et rédaction:Équipe des professionnelles de la santé de Diabète Québec ©Diabète Québec, 2024",https://www.diabete.qc.ca/wp-content/uploads/2023/01/Jours-de-maladie-FR-RECTO-VERSO-2019-2.pdf; https://doi.org/10.1016/j.jcjd.2017.10.045; https://guidelines.diabetes.ca/GuideLines/media/Docs/Patient%20Resources/stay-safe-when-you-have-diabetes-and-sick-or-at-risk-of-dehydration.pdf; https://www.quebec.ca/sante/problemes-de-sante/grippe-rhume-et-gastro/gastro-enterite/alimenter-pendant-une-gastro-enterite; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://type1better.com/wp-content/uploads/2023/07/Journee-de-maladie.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,Gastroentérite,Inscrivez-vous à l'infolettre,Restez informé(e) de nos nouvelles et activités. Abonnez-vous,https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,"Rhume, grippe et autresinfections",Les jours de maladie lorsqu’on prend de l’insuline,"Chez la personne diabétique, les besoins quotidiens en insuline sont le plus souvent augmentés en cas de maladie. Ainsi, même si la personne diabétique s’alimente sensiblement moins durant les jours de maladie, elle doit continuer à prendre son insuline selon les doses habituelles prescrites ou l’ajuster, selon les recommandations de son médecin. Il est pertinent de prévoir avec son équipe de soins un plan d’action pour les jours de maladie.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,"Rhume, grippe et autresinfections",Conseils et ajustements,"Mesurez votre glycémie plus souvent : toutes les 2-4 heures ou plus souvent, si nécessaire.Prenez votre insuline ou votre médication comme à l’habitude, à moins d’indication contraire du médecin.Mesurez votre température corporelle : au besoin, prenez de l’acétaminophène pour abaisser la température et prévenir la déshydratation par transpiration causée par la fièvre.Personne diabétique de type 1 : si votre glycémie est supérieure à 14,0 mmol/L, mesurez les corps cétoniques dans le sang ou l’urine toutes les 2 à 4 h ou plus souvent, si nécessaire.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,"Rhume, grippe et autresinfections",Alimentation,"Si votre appétit diminue, tournez-vous vers des sources de glucides liquides ou semi-liquides (compote de fruits, yogourt, etc.), à raison de 15 g de glucides par heure si vous avez pris les doses adéquates d’insuline.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,"Rhume, grippe et autresinfections",Hydratation,"Si la glycémie est plutôt élevée, buvez beaucoup de liquide sous forme de boissons non sucrées (eau gazéifiée, boisson gazeuse diète, bouillon, etc.) afin d’éviter la déshydratation, à raison de 250 ml chaque heure. Si la glycémie tend à diminuer, buvez de petites quantités à la fois d’aliments sucrés (jus de fruits, Jell-OMCrégulier, lait, etc.).",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,"Rhume, grippe et autresinfections",Contactez un médecin ou rendez-vous à l’urgence en cas de :,"Glycémie supérieure à 20 mmol/L avec présence de corps cétoniques (moyen à fort) — diabète type 1Glycémie supérieure à 25 mmol/L et somnolence excessive — diabète type 2Vomissements continuels et incapacité de boireFièvre supérieure à 38,5 ºC (101,3 ºF) pendant plus de 48 heures",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,"Rhume, grippe et autresinfections",Comment se soigner?,"Consultez un pharmacien avant d’utiliser des médicaments en vente libre pour traiter une maladie, afin de vous assurer qu’il n’y a pas de contre-indications pour une personne diabétique. Les antitussifs, les expectorants et l’acétaminophène n’ont pas d’effet sur la glycémie. Pour soulager les symptômes du rhume ou de la grippe, en plus du repos et d’une bonne hydratation, choisissez des pastilles sans sucre pour soigner un mal de gorge et une solution saline pour un nez bloqué. Les décongestionnants sont à déconseiller puisqu’ils peuvent affecter la glycémie.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,"Rhume, grippe et autresinfections",Rhume contre grippe,"Le rhume est une infection virale bénigne qui dure en général moins de 10 jours, tandis que la grippe est une condition plus grave, accompagnée de fièvre élevée (39 à 40 °C pour 3 à 4 jours), de maux de tête, de courbatures, de douleurs, de malaises au niveau de la poitrine, de toux sèche et de fatigue importante pouvant durer jusqu’à 2 à 3 semaines. La grippe, en diminuant la résistance aux autres infections, peut amener des complications graves et parfois mortelles (ex.: pneumonie). C’est pourquoi il est important pour une personne diabétique de discuter avec son médecin afin de recevoir annuellement le vaccin préventif contre la grippe.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Journées de maladie,Journées demaladie,"Rhume, grippe et autresinfections",Inscrivez-vous à l'infolettre,Restez informé(e) de nos nouvelles et activités. Abonnez-vous,https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Pour les proches,Pour lesproches,Vivreavec une personne diabétique,Faites de votre mieux : ne vous demandez pas l’impossible,"Donnez-vous d’abord un rôle réaliste. Vous pouvez faire tout ce qui est humainement possible et ne pas réussir pleinement à influencer le comportement de votre proche vivant avec le diabète. Rappelez-vous que vous n’êtes pas responsable des choses sur lesquelles vous n’avez pas de contrôle. Si sa condition se détériore, ce n’est pas nécessairement parce que vous n’avez pas fait ce qu’il fallait. Rappelez-vous que vous avez fait de votre mieux, avec vos ressources et vos connaissances, dans le contexte de votre vie. Vous pouvez être fier de vos efforts, même s’ils n’amènent pas les résultats que vous auriez souhaités. Concentrez-vous sur ce qui est possible plutôt que de rechercher l’idéal. Votre but n’est pas de rendre votre proche complètement heureux, à tout moment et pour le reste de ses jours. C’est impossible. Elle aura, comme tout le monde, à affronter des frustrations et des insatisfactions. Renoncez à vos espoirs de tout savoir, tout comprendre et tout prévoir.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
